adipose,"adrenal gland, fetal day97 M",adrenal gland,bladder,bone marrow derived mesenchymal stem cells,"brain, angular gyrus","brain, anterior caudate","brain, cingulate gyrus","brain, hippocampus middle","brain, inferior temporal lobe","brain, mid frontal, Brodmann area 9_46, dorsolateral prefrontal cortex","brain, substantia nigra","breast, fibroblast primary cells",CD19 primary cells,CD3 primary cells,CD34 mobilized primary cells,CD4 memory primary cells,CD4 naive primary cells,CD56 primary cells,CD8 memory primary cells,CD8 naive primary cells,CD8 primary cells,chondrocytes from bone marrow derived mesenchymal stem cells,colon smooth muscle,colonic mucosa,duodenum mucosa,duodenum smooth muscle,esophagus,gastric,H1 BMP4 derived mesendoderm cultured cells,H1 BMP4 derived trophoblast cultured cells,H1 cell line,H1 derived mesenchymal stem cells,H1 derived neuronal progenitor cultured cells,H9 cell line,"heart, aorta","heart, left ventricle","heart, right atrium","heart, right ventricle",HUES48 cell line,HUES6 cell line,HUES64 cell line,IMR90 cell line,iPS DF 19,kidney,"large intestine, fetal day108 M",liver,lung,"muscle, leg, fetal day110 F","muscle, trunk, fetal day115 F","neurosphere cultured cells, ganglionic eminence derived",ovary,pancreas,pancreatic islets,penis foreskin fibroblast primary cells,penis foreskin keratinocyte primary cells,penis foreskin melanocyte primary cells,peripheral blood mononuclear primary cells,"placenta, amnion","placenta, chorion smooth","placenta, day 113",psoas muscle,rectal mucosa,rectal smooth muscle,sigmoid colon,skeletal muscle,"small intestine, fetal day108 M",small intestine,spleen,stomach smooth muscle,"stomach, fetal day96 F","thymus, fetal day110 F",thymus,AG04450; Fibroblast; Fetal Lung,BG01; Embryonic Stem Cell; Embryo,bladder cancer cell line J82,CHL-1; melanoma; Skin,CJM Melanoma Cell,COLO 679 Melanoma Cell,Colo-205; Colon cancer cell; Colon,Cortex; Embryonic Kidney,CTR; Embryonic Stem Cell,CyT49; Embryonic Stem Cell; Embryo,DKO1; Colon cancer cell; Colon,Embryonic Stem Cell,Embryonic Stem Cell; Embryo,Endoderm Cell; Embryo,Epithelium; Fetal Large Intestine,Epithelium; Fetal Placenta,Epithelium; Fetal Small Intestine,Fetal Adrenal Gland,Fetal Brain,Fetal Heart,Fetal Liver,Fetal Muscle Leg,Fetal Muscle Trunk,Fetal Spinal Cord,Fetal Stomach,Fetal Thymus,H1; Embryonic Stem Cell; Embryo,H23; Lung Cancer Cell; Lung,H7; Embryonic Stem Cell; Embryo,H9; Embryonic Stem Cell; Embryo,HEK293; Epithelium; Embryonic Kidney,HEK293T; Epithelium; Embryonic Kidney,HL-60; Acute myeloid leukemia,HUES64; Embryonic Stem Cell; Embryo,JHU-011; Fetal Brain,JMSU-1; cancer cells,Leukemia Cell,Leukemia,LIS2; Embryonic Stem Cell; Embryo,LOX-IMVI; Melanoma Cell,ME-1; Acute myeloid leukemia,Melanoma Cell,MKN7; gastric cancer cell line,MM029; Melanoma Cell,MM032; Melanoma Cell,MO1043; Chronic Lymphocytic Leukemia (CLL) cell line,MV4;11; Leukemia Cell; Blood,Neuron; Embryo,Neuron; Fetal Brain,NT2-D1; Embryonal carcinoma cell,PC-9; Lung Cancer Cell; Lung,primary colorectal cancer tumor,RPMI-8402; T cell leukemia; Blood,SET-2; Acute myeloid leukemia,SIRT6,SKMEL30; Melanoma Cell,SKMEL5; melanoma; Skin,SW48; Colon cancer cell; Colon,UACC-257; melanoma,V1058; Colorectal cancer cell line,V411; Colorectal cancer cell line,V703; Colorectal cancer cell line,WIBR3; Embryonic Stem Cell; Embryo
3853511,3874138,2613448,4413657,2915709,4034070,3858365,4212292,3651234,3670909,4053973,4003479,4477246,4598239,4255899,2624634,3504191,2958710,4449597,4183510,4469770,4353624,2657118,3736089,3968403,4410878,3930223,2891556,2763671,3984948,4096000,2518480,2687526,4098292,4288261,3152235,4024111,3784627,2414754,3801729,4192656,3870694,2136850,4249492,4333909,3907792,4294475,2893622,4198505,4458455,3615016,3483726,3110916,3450943,3735094,4084872,3447658,4274503,3759010,4208458,4193357,2913153,4000188,4149513,2946475,3636038,4147981,4000430,1866208,4390435,3678014,3609027,3964684,43928,36361,69832,43064,85852,54704,141345,90464,26691,59576,34862,23190,53440,106149,94428,58555,74380,81024,40552,40776,34004,94999,15032,51494,87497,54515,47183,39717,20328,8231,22992,46170,32840,25084,18442,37877,40463,21543,55888,51456,15588,71799,59666,39216,28189,56628,63930,28067,81074,60935,57221,73761,45735,38865,82002,47596,36408,27623,71338,78112,54365,92000,103939
